name,url,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,streetAddress,addressLocality,addressRegion,openingHoursSpecification,addressString,geoString,ratingString,full_address
Plan B,https://www.ubereats.com/store/plan-b/sQSE4sXmQHKAJ5H_ZAMFCQ,['Korean'],4,33,"",40.74774,-73.98738,12127369002,10001,"34 West 32nd Street, 2fl",New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '15:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Thursday', 'opens': '15:0', 'closes': '2:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '15:0', 'closes': '3:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10001', 'addressCountry': 'US', 'streetAddress': '34 West 32nd Street, 2fl'}","{'@type': 'GeoCoordinates', 'latitude': 40.74774, 'longitude': -73.98738}","{'@type': 'AggregateRating', 'ratingValue': 4, 'reviewCount': '33'}","Plan B, 34 West 32nd Street, 2fl, New York, NY, 10001"
Tada Korean Fried Chicken,https://www.ubereats.com/store/tada-korean-fried-chicken/6tYB3n15XA2aDrkClmLb_A,"['Korean', 'Asian', 'BBQ']",,,"",40.71561,-73.99818,,10013,70 Bayard Street,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday'], 'opens': '11:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10013', 'addressCountry': 'US', 'streetAddress': '70 Bayard Street'}","{'@type': 'GeoCoordinates', 'latitude': 40.71561, 'longitude': -73.99818}",{},"Tada Korean Fried Chicken, 70 Bayard Street, New York, NY, 10013"
Maru Kitchen,https://www.ubereats.com/store/maru-kitchen/Lywv0ZJ6S6CrEUplzr4IPw,"['Korean', 'Fried Chicken', 'Asian']",,,"",40.7477,-73.98623,12122733413,10001,11 West 32nd Street 3rd &amp; 4th Fl,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '18:0', 'closes': '23:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10001', 'addressCountry': 'US', 'streetAddress': '11 West 32nd Street 3rd &amp; 4th Fl'}","{'@type': 'GeoCoordinates', 'latitude': 40.7477, 'longitude': -73.98623}",{},"Maru Kitchen, 11 West 32nd Street 3rd &amp; 4th Fl, New York, NY, 10001"
Osamil,https://www.ubereats.com/store/osamil/k4WZ8thhScCDaPhU_sZCXg,"['Korean', 'Asian', 'BBQ']",,,$,40.7468327,-73.9862899,12123004713,10001,5 West 31st St,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '2:0', 'closes': '2:1'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10001', 'addressCountry': 'US', 'streetAddress': '5 West 31st St'}","{'@type': 'GeoCoordinates', 'latitude': 40.7468327, 'longitude': -73.9862899}",{},"Osamil, 5 West 31st St, New York, NY, 10001"
Sticky's Finger Joint -  Flatiron (13),https://www.ubereats.com/store/stickys-finger-joint-flatiron-13/14Mwo-7jTxmL23mobssaIQ,"['Comfort Food', 'American', 'Chicken']",4.8,133,$,40.740695,-73.9879059,19174238215,10010,24 East 23rd Street,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:30', 'closes': '20:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:30', 'closes': '21:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10010', 'addressCountry': 'US', 'streetAddress': '24 East 23rd Street'}","{'@type': 'GeoCoordinates', 'latitude': 40.740695, 'longitude': -73.9879059}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '133'}","Sticky's Finger Joint -  Flatiron (13), 24 East 23rd Street, New York, NY, 10010"
L'Angeletto Restaurant,https://www.ubereats.com/store/langeletto-restaurant/rElyVx9bXNuPcbVuDN9AIg,"['Italian', 'Pasta', 'Salads']",,,"",40.73542,-73.98293,12122539600,10003,327 2nd ave,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '16:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '16:30', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10003', 'addressCountry': 'US', 'streetAddress': '327 2nd ave'}","{'@type': 'GeoCoordinates', 'latitude': 40.73542, 'longitude': -73.98293}",{},"L'Angeletto Restaurant, 327 2nd ave, New York, NY, 10003"
Belse Restaurant,https://www.ubereats.com/store/belse-restaurant/ndmzYnqpVG-v-p0v9UisrA,"['Vegan', 'Vegan Friendly', 'Healthy']",,,"",40.72345,-73.99262,16468580081,10002,265 Bowery,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:0', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday'], 'opens': '17:0', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Wednesday', 'opens': '17:0', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Wednesday', 'opens': '17:0', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday'], 'opens': '17:0', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '10:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '16:0', 'closes': '22:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10002', 'addressCountry': 'US', 'streetAddress': '265 Bowery'}","{'@type': 'GeoCoordinates', 'latitude': 40.72345, 'longitude': -73.99262}",{},"Belse Restaurant, 265 Bowery, New York, NY, 10002"
Coletta,https://www.ubereats.com/store/coletta/xBIJe08GUgKh4f82k6ZvSA,"['Italian', 'Pizza', 'Comfort Food']",4.7,91,"",40.74094,-73.98139,16468612889,10016,365 3rd Avenue,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:30', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '16:30', 'closes': '22:15'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '16:30', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:30', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10016', 'addressCountry': 'US', 'streetAddress': '365 3rd Avenue'}","{'@type': 'GeoCoordinates', 'latitude': 40.74094, 'longitude': -73.98139}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '91'}","Coletta, 365 3rd Avenue, New York, NY, 10016"
Aasta La Pizza - Murray Hill,https://www.ubereats.com/store/aasta-la-pizza-murray-hill/Lh8kMSnqVQycE4ROnSBavQ,"['Burgers', 'American', 'Sandwiches']",,,$,40.74065,-73.98204,12122132222,10010,350 3rd Avenue,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '10:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday'], 'opens': '10:0', 'closes': '3:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '10:0', 'closes': '4:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10010', 'addressCountry': 'US', 'streetAddress': '350 3rd Avenue'}","{'@type': 'GeoCoordinates', 'latitude': 40.74065, 'longitude': -73.98204}",{},"Aasta La Pizza - Murray Hill, 350 3rd Avenue, New York, NY, 10010"
Tortazo by Rick Bayless,https://www.ubereats.com/store/tortazo-by-rick-bayless/fEnY91E4Uv6HB2zQA93qzQ,"['Mexican', 'Latin American', 'New Mexican', 'Sandwiches']",4.7,21,"",40.74332,-73.98924,15158883990,10010,1123 Broadway,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:30', 'closes': '20:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10010', 'addressCountry': 'US', 'streetAddress': '1123 Broadway'}","{'@type': 'GeoCoordinates', 'latitude': 40.74332, 'longitude': -73.98924}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '21'}","Tortazo by Rick Bayless, 1123 Broadway, New York, NY, 10010"
Tacos Guey,https://www.ubereats.com/store/tacos-guey/-wDPbPNNUfm10iI3Eqwa8g,"['Mexican', 'Latin American', 'Tacos', 'Exclusive to Eats', 'Alcohol']",,,"",40.73997,-73.99323,12129918222,10011,37 West 19th Street,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '12:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '12:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '15:0', 'closes': '22:15'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '15:0', 'closes': '21:15'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10011', 'addressCountry': 'US', 'streetAddress': '37 West 19th Street'}","{'@type': 'GeoCoordinates', 'latitude': 40.73997, 'longitude': -73.99323}",{},"Tacos Guey, 37 West 19th Street, New York, NY, 10011"
Birria-Landia (Food Truck) - NYC,https://www.ubereats.com/store/birria-landia-food-truck-nyc/Dtb6kpORVbao5I-7nEpzQQ,"['Tacos', 'Mexican', 'Latin American', 'Burritos', 'Soup', 'Street Food', 'Chicken', 'Steak']",5,30,"",40.7229012505842,-73.9882414132172,19293288927,10002,177 East Houston Street,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '17:30', 'closes': '0:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10002', 'addressCountry': 'US', 'streetAddress': '177 East Houston Street'}","{'@type': 'GeoCoordinates', 'latitude': 40.72290125058416, 'longitude': -73.98824141321714}","{'@type': 'AggregateRating', 'ratingValue': 5, 'reviewCount': '30'}","Birria-Landia (Food Truck) - NYC, 177 East Houston Street, New York, NY, 10002"
Naya (Chelsea),https://www.ubereats.com/store/naya-chelsea/oLdfhIvXSMiO3-EzCD9jEw,"['Mediterranean', 'Middle Eastern', 'Lebanese', 'Group Friendly']",4.9,380,$,40.748727,-73.992495,16465586888,10001,370 Seventh Avenue,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '10:30', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '10:30', 'closes': '20:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10001', 'addressCountry': 'US', 'streetAddress': '370 Seventh Avenue'}","{'@type': 'GeoCoordinates', 'latitude': 40.748727, 'longitude': -73.992495}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '380'}","Naya (Chelsea), 370 Seventh Avenue, New York, NY, 10001"
Luke's Lobster (124 University Place),https://www.ubereats.com/store/lukes-lobster-124-university-place/fTaQNsmZSeO9_23qJUMM0A,"['Healthy', 'Seafood', 'Sandwich', 'American', 'Salads']",4.8,99,$$,40.7348493,-73.9922948,16466923468,10003,124 University Pl,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:15', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:15', 'closes': '18:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10003', 'addressCountry': 'US', 'streetAddress': '124 University Pl'}","{'@type': 'GeoCoordinates', 'latitude': 40.7348493, 'longitude': -73.9922948}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '99'}","Luke's Lobster (124 University Place), 124 University Pl, New York, NY, 10003"
Da Gennaro,https://www.ubereats.com/store/da-gennaro/4XKBC3BbQg-uVZIVfmaRXg,"['Pizza', 'American', 'Italian', 'Exclusive to Eats']",4.6,12,$,40.7183094,-73.9979676,12124313934,10013,129 Mulberry St,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '23:10'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10013', 'addressCountry': 'US', 'streetAddress': '129 Mulberry St'}","{'@type': 'GeoCoordinates', 'latitude': 40.7183094, 'longitude': -73.9979676}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '12'}","Da Gennaro, 129 Mulberry St, New York, NY, 10013"
Orchard Grocer,https://www.ubereats.com/store/orchard-grocer/OZWsOwfcXSqrxK6qZ4cdYA,"['Sandwiches', 'Healthy', 'Vegan', 'Vegetarian']",4.9,139,"",40.71772,-73.99015,16467579910,10002,78 Orchard Street,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '9:0', 'closes': '19:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10002', 'addressCountry': 'US', 'streetAddress': '78 Orchard Street'}","{'@type': 'GeoCoordinates', 'latitude': 40.71772, 'longitude': -73.99015}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '139'}","Orchard Grocer, 78 Orchard Street, New York, NY, 10002"
Yaya Tea - Gramercy,https://www.ubereats.com/store/yaya-tea-gramercy/jn9mYOL_QWqPFB9ZZIpM9w,"['Bubble Tea', 'Japanese', 'Asian', 'Group Friendly']",4.9,113,$,40.7384309,-73.9837521,19172614676,10010,284 3rd Ave,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '20:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10010', 'addressCountry': 'US', 'streetAddress': '284 3rd Ave'}","{'@type': 'GeoCoordinates', 'latitude': 40.7384309, 'longitude': -73.9837521}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '113'}","Yaya Tea - Gramercy, 284 3rd Ave, New York, NY, 10010"
Toro Loco,https://www.ubereats.com/store/toro-loco/RsjBAYtgTKS8QHx9rSKrpQ,"['Mexican', 'Vegan Friendly', 'Wings']",4.8,26,$,40.7040607,-74.0119689,19172620444,10004,15 Stone St,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:30', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday'], 'opens': '16:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Wednesday', 'opens': '11:30', 'closes': '22:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday'], 'opens': '11:30', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '16:30', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10004', 'addressCountry': 'US', 'streetAddress': '15 Stone St'}","{'@type': 'GeoCoordinates', 'latitude': 40.7040607, 'longitude': -74.0119689}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '26'}","Toro Loco, 15 Stone St, New York, NY, 10004"
Summer Salt,https://www.ubereats.com/store/summer-salt/Toq3Qx87SfyJCJk2EZAVCQ,"['New Mexican', 'Group Friendly', 'Mexican', 'Latin American']",4.8,105,$,40.7404345,-73.9877037,12122090648,10010,30 East 23rd St,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:50', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:50', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10010', 'addressCountry': 'US', 'streetAddress': '30 East 23rd St'}","{'@type': 'GeoCoordinates', 'latitude': 40.7404345, 'longitude': -73.9877037}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '105'}","Summer Salt, 30 East 23rd St, New York, NY, 10010"
Los Mariscos,https://www.ubereats.com/store/los-mariscos/uyWUlQDZT_2gXoVwb6njpA,"['Mexican', 'Healthy', 'Seafood', 'Alcohol', 'Group Friendly']",4.9,76,$,40.7421109,-74.0056712,12129204986,10011,409 W 15th St,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10011', 'addressCountry': 'US', 'streetAddress': '409 W 15th St'}","{'@type': 'GeoCoordinates', 'latitude': 40.7421109, 'longitude': -74.0056712}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '76'}","Los Mariscos, 409 W 15th St, New York, NY, 10011"
sweetgreen (Astor Place),https://www.ubereats.com/store/sweetgreen-astor-place/bo9viHxIT96Quuvg7qlTNQ,"['Healthy', 'Salads']",4.8,128,$,40.730184588921,-73.9921021480169,,10003,10 Astor Pl,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:30', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10003', 'addressCountry': 'US', 'streetAddress': '10 Astor Pl'}","{'@type': 'GeoCoordinates', 'latitude': 40.73018458892095, 'longitude': -73.99210214801688}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '128'}","sweetgreen (Astor Place), 10 Astor Pl, New York, NY, 10003"
Pokeworks (Grand Central),https://www.ubereats.com/store/pokeworks-grand-central/pJ0H3InzT9en2ym4Uz9K3g,"['Desserts', 'Salads']",4.6,110,$,40.7510029,-73.976816,16466539793,10168,117 E 41st St,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:30', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '10:30', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '10:30', 'closes': '20:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10168', 'addressCountry': 'US', 'streetAddress': '117 E 41st St'}","{'@type': 'GeoCoordinates', 'latitude': 40.7510029, 'longitude': -73.976816}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '110'}","Pokeworks (Grand Central), 117 E 41st St, New York, NY, 10168"
Epic Spirits,https://www.ubereats.com/store/epic-spirits/WcRrSmGZSJW2ljdma3tYwA,"['Alcohol', 'Drinks', 'Wine', 'Liquor Stores']",,,$$,40.74821,-73.98934,12126319955,10001,875 6th Ave,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:30', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '9:30', 'closes': '23:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10001', 'addressCountry': 'US', 'streetAddress': '875 6th Ave'}","{'@type': 'GeoCoordinates', 'latitude': 40.74821, 'longitude': -73.98934}",{},"Epic Spirits, 875 6th Ave, New York, NY, 10001"
Osteria 57,https://www.ubereats.com/store/osteria-57/Evd5jkLZQCGPuEVYWnLBFA,"['Vegetarian Friendly', 'Seafood']",,,$$$,40.7346684,-73.9978662,12127770057,10011,57 W 10th St,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '17:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '17:30', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10011', 'addressCountry': 'US', 'streetAddress': '57 W 10th St'}","{'@type': 'GeoCoordinates', 'latitude': 40.7346684, 'longitude': -73.9978662}",{},"Osteria 57, 57 W 10th St, New York, NY, 10011"
High Street on Hudson,https://www.ubereats.com/store/high-street-on-hudson/Z_n1mBhZRPaGR6falvfXWw,"['Sandwiches', 'Breakfast and Brunch', 'Salads', 'Healthy']",,,$,40.7388839,-74.0057263,19173883944,10014,637 Hudson St,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '17:0', 'closes': '19:40'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday'], 'opens': '17:0', 'closes': '19:40'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '17:0', 'closes': '19:40'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '10:30', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10014', 'addressCountry': 'US', 'streetAddress': '637 Hudson St'}","{'@type': 'GeoCoordinates', 'latitude': 40.7388839, 'longitude': -74.0057263}",{},"High Street on Hudson, 637 Hudson St, New York, NY, 10014"
Sugar Wood,https://www.ubereats.com/store/sugar-wood/Iuvbt35bXGSCXGP9Cg8ldw,"['Desserts', 'Pastry', 'Bakery', 'Allergy Friendly']",,,"",40.72603,-74.00111,,10012,157 Prince Street,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '14:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '13:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday'], 'opens': '15:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '14:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10012', 'addressCountry': 'US', 'streetAddress': '157 Prince Street'}","{'@type': 'GeoCoordinates', 'latitude': 40.72603, 'longitude': -74.00111}",{},"Sugar Wood, 157 Prince Street, New York, NY, 10012"
Non La,https://www.ubereats.com/store/non-la/JwbP8PStQrCHi020XoCVFA,"['Vietnamese', 'Healthy', 'Pho']",4.8,188,"",40.725246,-73.987585,19173883321,10003,128 East 4th Street,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10003', 'addressCountry': 'US', 'streetAddress': '128 East 4th Street'}","{'@type': 'GeoCoordinates', 'latitude': 40.725246, 'longitude': -73.987585}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '188'}","Non La, 128 East 4th Street, New York, NY, 10003"
2 Bros Pizza - East Village,https://www.ubereats.com/store/2-bros-pizza-east-village/hqi6UA8LQ-OE2N2jTIUYIg,['Pizza'],4.3,19,$,40.7286646,-73.988496,12127770600,10003,32 St Marks Pl,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10003', 'addressCountry': 'US', 'streetAddress': '32 St Marks Pl'}","{'@type': 'GeoCoordinates', 'latitude': 40.7286646, 'longitude': -73.988496}","{'@type': 'AggregateRating', 'ratingValue': 4.3, 'reviewCount': '19'}","2 Bros Pizza - East Village, 32 St Marks Pl, New York, NY, 10003"
